date,name,value,description
2022-07-28,Ledig Erf - Omitted due to Privacy Reasons,-5.03,Ledig Erf - Omitted due to Privacy Reasons
2022-07-28,Hair App - Omitted due to Privacy Reasons,-24.76,Hair App - Omitted due to Privacy Reasons
2022-07-28,Miss Scarlett - Omitted due to Privacy Reasons,-16.07,Miss Scarlett - Omitted due to Privacy Reasons
2022-07-27,Boni - Omitted due to Privacy Reasons,-12.3,Boni - Omitted due to Privacy Reasons
2022-07-27,Belastingdienst - Omitted due to Privacy Reasons,-20.05,Belastingdienst - Omitted due to Privacy Reasons
2022-07-27,Wereld Natuur Fonds - Omitted due to Privacy Reasons,-21.51,Wereld Natuur Fonds - Omitted due to Privacy Reasons
2022-07-26,Disney+ - Omitted due to Privacy Reasons,-3.7,Disney+ - Omitted due to Privacy Reasons
2022-07-26,Boni - Omitted due to Privacy Reasons,-21.67,Boni - Omitted due to Privacy Reasons
2022-07-26,NS GROEP - Omitted due to Privacy Reasons,-12.33,NS GROEP - Omitted due to Privacy Reasons
2022-07-25,Zalando - Omitted due to Privacy Reasons,84.7,Zalando - Omitted due to Privacy Reasons
2022-07-25,Lekkerrr Emiclaer - Omitted due to Privacy Reasons,-6.36,Lekkerrr Emiclaer - Omitted due to Privacy Reasons
2022-07-24,Breeze Social - Omitted due to Privacy Reasons,-7.53,Breeze Social - Omitted due to Privacy Reasons
2022-07-24,Albert Heijn - Omitted due to Privacy Reasons,-12.93,Albert Heijn - Omitted due to Privacy Reasons
2022-07-23,Vivant - Omitted due to Privacy Reasons,-7.11,Vivant - Omitted due to Privacy Reasons
2022-07-23,cafe - Omitted due to Privacy Reasons,-81.15,cafe - Omitted due to Privacy Reasons
2022-07-23,Spotify - Omitted due to Privacy Reasons,-4.04,Spotify - Omitted due to Privacy Reasons
2022-07-22,betaalverzoek - Omitted due to Privacy Reasons,-44.69,betaalverzoek - Omitted due to Privacy Reasons
2022-07-22,Boni - Omitted due to Privacy Reasons,-22.26,Boni - Omitted due to Privacy Reasons
2022-07-22,Youfone - Omitted due to Privacy Reasons,-49.21,Youfone - Omitted due to Privacy Reasons
2022-07-21,Infomedics - Omitted due to Privacy Reasons,-70.27,Infomedics - Omitted due to Privacy Reasons
2022-07-21,IKEA - Omitted due to Privacy Reasons,-2.1,IKEA - Omitted due to Privacy Reasons
2022-07-21,IKEA - Omitted due to Privacy Reasons,-11.02,IKEA - Omitted due to Privacy Reasons
2022-07-20,Hellas Utrecht - Omitted due to Privacy Reasons,-43.88,Hellas Utrecht - Omitted due to Privacy Reasons
2022-07-20,Boni - Omitted due to Privacy Reasons,-15.07,Boni - Omitted due to Privacy Reasons
2022-07-20,Tankstelle - Omitted due to Privacy Reasons,-13.95,Tankstelle - Omitted due to Privacy Reasons
2022-07-20,PayPal - Omitted due to Privacy Reasons,-5.97,PayPal - Omitted due to Privacy Reasons
2022-07-19,RentSlam - Omitted due to Privacy Reasons,-45.42,RentSlam - Omitted due to Privacy Reasons
2022-07-18,Braun - Omitted due to Privacy Reasons,-4.71,Braun - Omitted due to Privacy Reasons
2022-07-18,,-19.71,
2022-07-16,spaarrekening - Omitted due to Privacy Reasons,951.14,spaarrekening - Omitted due to Privacy Reasons
2022-07-16,Q Park - Omitted due to Privacy Reasons,-0.98,Q Park - Omitted due to Privacy Reasons
2022-07-16,Gamestate - Omitted due to Privacy Reasons,-26.57,Gamestate - Omitted due to Privacy Reasons
2022-07-16,LOKAAL 35 - Omitted due to Privacy Reasons,-34.76,LOKAAL 35 - Omitted due to Privacy Reasons
2022-07-16,,-49.06,
2022-07-16,lidl - Omitted due to Privacy Reasons,-166.82,lidl - Omitted due to Privacy Reasons
2022-07-16,Media Markt - Omitted due to Privacy Reasons,-173.92,Media Markt - Omitted due to Privacy Reasons
2022-07-15,betaalverzoek - Omitted due to Privacy Reasons,16.73,betaalverzoek - Omitted due to Privacy Reasons
2022-07-15,park - Omitted due to Privacy Reasons,-18.58,park - Omitted due to Privacy Reasons
2022-07-15,Boni - Omitted due to Privacy Reasons,-22.28,Boni - Omitted due to Privacy Reasons
2022-07-14,tikkie - Omitted due to Privacy Reasons,-47.79,tikkie - Omitted due to Privacy Reasons
2022-07-13,Zalando - Omitted due to Privacy Reasons,-147.61,Zalando - Omitted due to Privacy Reasons
2022-07-13,Una Mas - Omitted due to Privacy Reasons,-28.84,Una Mas - Omitted due to Privacy Reasons
2022-07-13,Albert Heijn - Omitted due to Privacy Reasons,-10.13,Albert Heijn - Omitted due to Privacy Reasons
2022-07-13,Netflix - Omitted due to Privacy Reasons,-16.27,Netflix - Omitted due to Privacy Reasons
2022-07-12,Infomedics - Omitted due to Privacy Reasons,-22.24,Infomedics - Omitted due to Privacy Reasons
2022-07-12,Dominos - Omitted due to Privacy Reasons,-22.29,Dominos - Omitted due to Privacy Reasons
2022-07-12,Netflix - Omitted due to Privacy Reasons,3.69,Netflix - Omitted due to Privacy Reasons
2022-07-12,Netflix - Omitted due to Privacy Reasons,3.64,Netflix - Omitted due to Privacy Reasons
2022-07-12,Netflix - Omitted due to Privacy Reasons,4.27,Netflix - Omitted due to Privacy Reasons
2022-07-12,Boni - Omitted due to Privacy Reasons,-16.84,Boni - Omitted due to Privacy Reasons
2022-07-11,amazon - Omitted due to Privacy Reasons,-23.7,amazon - Omitted due to Privacy Reasons
2022-07-11,Boni - Omitted due to Privacy Reasons,-10.17,Boni - Omitted due to Privacy Reasons
2022-07-10,Microsoft - Omitted due to Privacy Reasons,-42.35,Microsoft - Omitted due to Privacy Reasons
2022-07-10,Kiosk - Omitted due to Privacy Reasons,-2.61,Kiosk - Omitted due to Privacy Reasons
2022-07-10,bistro - Omitted due to Privacy Reasons,-34.96,bistro - Omitted due to Privacy Reasons
2022-07-09,food - Omitted due to Privacy Reasons,-26.37,food - Omitted due to Privacy Reasons
2022-07-08,tikkie - Omitted due to Privacy Reasons,-21.33,tikkie - Omitted due to Privacy Reasons
2022-07-08,tikkie - Omitted due to Privacy Reasons,-15.12,tikkie - Omitted due to Privacy Reasons
2022-07-08,tikkie - Omitted due to Privacy Reasons,-17.0,tikkie - Omitted due to Privacy Reasons
2022-07-08,tikkie - Omitted due to Privacy Reasons,-10.52,tikkie - Omitted due to Privacy Reasons
2022-07-08,tikkie - Omitted due to Privacy Reasons,-39.2,tikkie - Omitted due to Privacy Reasons
2022-07-08,cafe - Omitted due to Privacy Reasons,-19.82,cafe - Omitted due to Privacy Reasons
2022-07-08,OranjePakket - Omitted due to Privacy Reasons,-2.54,OranjePakket - Omitted due to Privacy Reasons
2022-07-08,teruggaaf - Omitted due to Privacy Reasons,66.11,teruggaaf - Omitted due to Privacy Reasons
2022-07-08,betaalverzoek - Omitted due to Privacy Reasons,8.3,betaalverzoek - Omitted due to Privacy Reasons
2022-07-07,Boni - Omitted due to Privacy Reasons,-22.43,Boni - Omitted due to Privacy Reasons
2022-07-07,Spaghetteria - Omitted due to Privacy Reasons,30.49,Spaghetteria - Omitted due to Privacy Reasons
2022-07-07,Kloek - Omitted due to Privacy Reasons,-9.33,Kloek - Omitted due to Privacy Reasons
2022-07-07,Spaghetteria - Omitted due to Privacy Reasons,-64.12,Spaghetteria - Omitted due to Privacy Reasons
2022-07-07,Breeze Social - Omitted due to Privacy Reasons,-7.07,Breeze Social - Omitted due to Privacy Reasons
2022-07-06,betaalverzoek - Omitted due to Privacy Reasons,-38.47,betaalverzoek - Omitted due to Privacy Reasons
2022-07-06,Boni - Omitted due to Privacy Reasons,-10.02,Boni - Omitted due to Privacy Reasons
2022-07-06,A. Geworgjan - Omitted due to Privacy Reasons,-477.43,A. Geworgjan - Omitted due to Privacy Reasons
2022-07-06,creditcard - Omitted due to Privacy Reasons,-53.93,creditcard - Omitted due to Privacy Reasons
2022-07-05,PayPal - Omitted due to Privacy Reasons,-9.63,PayPal - Omitted due to Privacy Reasons
2022-07-04,Boni - Omitted due to Privacy Reasons,-14.78,Boni - Omitted due to Privacy Reasons
2022-07-04,restaurant - Omitted due to Privacy Reasons,-590.29,restaurant - Omitted due to Privacy Reasons
2022-07-03,betaalverzoek - Omitted due to Privacy Reasons,130.09,betaalverzoek - Omitted due to Privacy Reasons
2022-07-03,betaalverzoek - Omitted due to Privacy Reasons,150.09,betaalverzoek - Omitted due to Privacy Reasons
2022-07-03,betaalverzoek - Omitted due to Privacy Reasons,73.92,betaalverzoek - Omitted due to Privacy Reasons
2022-07-03,betaalverzoek - Omitted due to Privacy Reasons,130.85,betaalverzoek - Omitted due to Privacy Reasons
2022-07-03,spaarrekening - Omitted due to Privacy Reasons,1062.93,spaarrekening - Omitted due to Privacy Reasons
2022-07-03,Koi - Omitted due to Privacy Reasons,44.85,Koi - Omitted due to Privacy Reasons
2022-07-03,betaalverzoek - Omitted due to Privacy Reasons,46.0,betaalverzoek - Omitted due to Privacy Reasons
2022-07-03,tikkie - Omitted due to Privacy Reasons,-24.3,tikkie - Omitted due to Privacy Reasons
2022-07-03,cafe - Omitted due to Privacy Reasons,-11.47,cafe - Omitted due to Privacy Reasons
2022-07-03,cafe - Omitted due to Privacy Reasons,-1.53,cafe - Omitted due to Privacy Reasons
2022-07-03,Koi - Omitted due to Privacy Reasons,-127.97,Koi - Omitted due to Privacy Reasons
2022-07-02,La Cubanita - Omitted due to Privacy Reasons,-64.85,La Cubanita - Omitted due to Privacy Reasons
2022-07-01,New Zealand Auckland - Omitted due to Privacy Reasons,-124.34,New Zealand Auckland - Omitted due to Privacy Reasons
2022-06-30,,-74.53,
2022-06-30,inShared - Omitted due to Privacy Reasons,-38.02,inShared - Omitted due to Privacy Reasons
2022-06-30,tikkie - Omitted due to Privacy Reasons,-6.85,tikkie - Omitted due to Privacy Reasons
2022-06-29,Boni - Omitted due to Privacy Reasons,-23.43,Boni - Omitted due to Privacy Reasons
2022-06-29,AnderZorg NV - Omitted due to Privacy Reasons,-88.22,AnderZorg NV - Omitted due to Privacy Reasons
2022-06-29,Wereld Natuur Fonds - Omitted due to Privacy Reasons,-19.61,Wereld Natuur Fonds - Omitted due to Privacy Reasons
2022-06-28,PayPal - Omitted due to Privacy Reasons,-13.38,PayPal - Omitted due to Privacy Reasons
2022-06-28,PayPal - Omitted due to Privacy Reasons,-14.49,PayPal - Omitted due to Privacy Reasons
2022-06-28,PayPal - Omitted due to Privacy Reasons,-145.1,PayPal - Omitted due to Privacy Reasons
2022-06-27,spaarrekening - Omitted due to Privacy Reasons,-752.4,spaarrekening - Omitted due to Privacy Reasons
2022-06-27,Tango - Omitted due to Privacy Reasons,-55.35,Tango - Omitted due to Privacy Reasons
2022-06-27,spaarrekening - Omitted due to Privacy Reasons,-3830.19,spaarrekening - Omitted due to Privacy Reasons
2022-06-27,spaarrekening - Omitted due to Privacy Reasons,-2218.28,spaarrekening - Omitted due to Privacy Reasons
2022-06-27,openbb - Omitted due to Privacy Reasons,7637.97,openbb - Omitted due to Privacy Reasons
2022-06-27,Transfer provisie - Omitted due to Privacy Reasons,-6.3,Transfer provisie - Omitted due to Privacy Reasons
2022-06-27,Belastingdienst - Omitted due to Privacy Reasons,-21.27,Belastingdienst - Omitted due to Privacy Reasons
2022-06-26,Simmerdeis - Omitted due to Privacy Reasons,-32.94,Simmerdeis - Omitted due to Privacy Reasons
2022-06-26,Disney+ - Omitted due to Privacy Reasons,-3.48,Disney+ - Omitted due to Privacy Reasons
2022-06-25,tikkie - Omitted due to Privacy Reasons,-52.34,tikkie - Omitted due to Privacy Reasons
2022-06-25,Fiets - Omitted due to Privacy Reasons,-13.1,Fiets - Omitted due to Privacy Reasons
2022-06-24,GOSharing - Omitted due to Privacy Reasons,-5.57,GOSharing - Omitted due to Privacy Reasons
2022-06-24,OK Utrecht - Omitted due to Privacy Reasons,-8.72,OK Utrecht - Omitted due to Privacy Reasons
2022-06-24,cafe - Omitted due to Privacy Reasons,-7.92,cafe - Omitted due to Privacy Reasons
2022-06-24,NS GROEP - Omitted due to Privacy Reasons,-12.14,NS GROEP - Omitted due to Privacy Reasons
2022-06-24,Boni - Omitted due to Privacy Reasons,-5.95,Boni - Omitted due to Privacy Reasons
2022-06-23,Dominos - Omitted due to Privacy Reasons,-28.6,Dominos - Omitted due to Privacy Reasons
2022-06-23,,-2.99,
2022-06-23,Seats2Meet - Omitted due to Privacy Reasons,-6.4,Seats2Meet - Omitted due to Privacy Reasons
2022-06-23,bar - Omitted due to Privacy Reasons,-11.68,bar - Omitted due to Privacy Reasons
2022-06-23,bar - Omitted due to Privacy Reasons,-0.51,bar - Omitted due to Privacy Reasons
2022-06-23,bar - Omitted due to Privacy Reasons,-3.14,bar - Omitted due to Privacy Reasons
2022-06-23,Spotify - Omitted due to Privacy Reasons,-3.73,Spotify - Omitted due to Privacy Reasons
2022-06-22,spaarrekening - Omitted due to Privacy Reasons,197.84,spaarrekening - Omitted due to Privacy Reasons
2022-06-22,airbnb - Omitted due to Privacy Reasons,-315.94,airbnb - Omitted due to Privacy Reasons
2022-06-22,Youfone - Omitted due to Privacy Reasons,-4.59,Youfone - Omitted due to Privacy Reasons
2022-06-21,Boni - Omitted due to Privacy Reasons,-7.64,Boni - Omitted due to Privacy Reasons
2022-06-21,Interrail - Omitted due to Privacy Reasons,80.7,Interrail - Omitted due to Privacy Reasons
2022-06-21,Hema - Omitted due to Privacy Reasons,-1.82,Hema - Omitted due to Privacy Reasons
2022-06-20,flatexbank - Omitted due to Privacy Reasons,-3016.92,flatexbank - Omitted due to Privacy Reasons
2022-06-20,spaarrekening - Omitted due to Privacy Reasons,3013.23,spaarrekening - Omitted due to Privacy Reasons
2022-06-20,Boni - Omitted due to Privacy Reasons,-27.41,Boni - Omitted due to Privacy Reasons
2022-06-20,PayPal - Omitted due to Privacy Reasons,-16.01,PayPal - Omitted due to Privacy Reasons
2022-06-19,Opposuits - Omitted due to Privacy Reasons,-70.05,Opposuits - Omitted due to Privacy Reasons
2022-06-19,amazon - Omitted due to Privacy Reasons,-32.52,amazon - Omitted due to Privacy Reasons
2022-06-19,Shop And Go - Omitted due to Privacy Reasons,-7.66,Shop And Go - Omitted due to Privacy Reasons
2022-06-18,cafe - Omitted due to Privacy Reasons,-10.87,cafe - Omitted due to Privacy Reasons
2022-06-18,LILLE - Omitted due to Privacy Reasons,-10.3,LILLE - Omitted due to Privacy Reasons
2022-06-18,Carrefour - Omitted due to Privacy Reasons,-19.91,Carrefour - Omitted due to Privacy Reasons
2022-06-18,cafe - Omitted due to Privacy Reasons,-10.36,cafe - Omitted due to Privacy Reasons
2022-06-18,LILLE - Omitted due to Privacy Reasons,-54.48,LILLE - Omitted due to Privacy Reasons
2022-06-18,LILLE - Omitted due to Privacy Reasons,-20.52,LILLE - Omitted due to Privacy Reasons
2022-06-18,LILLE - Omitted due to Privacy Reasons,-3.46,LILLE - Omitted due to Privacy Reasons
2022-06-18,LILLE - Omitted due to Privacy Reasons,-14.01,LILLE - Omitted due to Privacy Reasons
2022-06-17,LILLE - Omitted due to Privacy Reasons,21.06,LILLE - Omitted due to Privacy Reasons
2022-06-17,Carrefour - Omitted due to Privacy Reasons,-9.11,Carrefour - Omitted due to Privacy Reasons
2022-06-17,Carrefour - Omitted due to Privacy Reasons,-10.33,Carrefour - Omitted due to Privacy Reasons
2022-06-17,,-3.19,
2022-06-17,,-14.05,
2022-06-17,,-9.84,
2022-06-16,amazon - Omitted due to Privacy Reasons,-15.53,amazon - Omitted due to Privacy Reasons
2022-06-16,PARIS - Omitted due to Privacy Reasons,-3.44,PARIS - Omitted due to Privacy Reasons
2022-06-16,Carrefour - Omitted due to Privacy Reasons,-7.42,Carrefour - Omitted due to Privacy Reasons
2022-06-16,Carrefour - Omitted due to Privacy Reasons,-19.65,Carrefour - Omitted due to Privacy Reasons
2022-06-16,LILLE - Omitted due to Privacy Reasons,-4.2,LILLE - Omitted due to Privacy Reasons
2022-06-16,Carrefour - Omitted due to Privacy Reasons,-6.29,Carrefour - Omitted due to Privacy Reasons
2022-06-15,KWF Kankerbestrijding - Omitted due to Privacy Reasons,-20.92,KWF Kankerbestrijding - Omitted due to Privacy Reasons
2022-06-15,MARSEILLE - Omitted due to Privacy Reasons,-23.76,MARSEILLE - Omitted due to Privacy Reasons
2022-06-15,MARSEILLE - Omitted due to Privacy Reasons,-20.89,MARSEILLE - Omitted due to Privacy Reasons
2022-06-15,MARSEILLE - Omitted due to Privacy Reasons,-11.79,MARSEILLE - Omitted due to Privacy Reasons
2022-06-14,MARSEILLE - Omitted due to Privacy Reasons,-15.42,MARSEILLE - Omitted due to Privacy Reasons
2022-06-14,McDonalds - Omitted due to Privacy Reasons,-6.29,McDonalds - Omitted due to Privacy Reasons
2022-06-14,MARSEILLE - Omitted due to Privacy Reasons,-15.45,MARSEILLE - Omitted due to Privacy Reasons
2022-06-14,MARSEILLE - Omitted due to Privacy Reasons,-33.99,MARSEILLE - Omitted due to Privacy Reasons
2022-06-14,Netflix - Omitted due to Privacy Reasons,4.25,Netflix - Omitted due to Privacy Reasons
2022-06-14,MARSEILLE - Omitted due to Privacy Reasons,-13.51,MARSEILLE - Omitted due to Privacy Reasons
2022-06-14,PayPal - Omitted due to Privacy Reasons,-8.52,PayPal - Omitted due to Privacy Reasons
2022-06-14,Netflix - Omitted due to Privacy Reasons,-14.69,Netflix - Omitted due to Privacy Reasons
2022-06-13,MC Donalds - Omitted due to Privacy Reasons,-7.61,MC Donalds - Omitted due to Privacy Reasons
2022-06-13,Carrefour - Omitted due to Privacy Reasons,-19.05,Carrefour - Omitted due to Privacy Reasons
2022-06-13,Carrefour - Omitted due to Privacy Reasons,-11.89,Carrefour - Omitted due to Privacy Reasons
2022-06-13,MADRID - Omitted due to Privacy Reasons,-40.85,MADRID - Omitted due to Privacy Reasons
2022-06-12,MC Donalds - Omitted due to Privacy Reasons,-19.6,MC Donalds - Omitted due to Privacy Reasons
2022-06-12,SUPERMERCADO - Omitted due to Privacy Reasons,-4.2,SUPERMERCADO - Omitted due to Privacy Reasons
2022-06-12,spaarrekening - Omitted due to Privacy Reasons,859.17,spaarrekening - Omitted due to Privacy Reasons
2022-06-12,Netflix - Omitted due to Privacy Reasons,3.4,Netflix - Omitted due to Privacy Reasons
2022-06-12,Netflix - Omitted due to Privacy Reasons,3.72,Netflix - Omitted due to Privacy Reasons
2022-06-12,MADRID - Omitted due to Privacy Reasons,-8.4,MADRID - Omitted due to Privacy Reasons
2022-06-11,bar - Omitted due to Privacy Reasons,-6.86,bar - Omitted due to Privacy Reasons
2022-06-11,MADRID - Omitted due to Privacy Reasons,-2.34,MADRID - Omitted due to Privacy Reasons
2022-06-11,MADRID - Omitted due to Privacy Reasons,-9.32,MADRID - Omitted due to Privacy Reasons
2022-06-11,MADRID - Omitted due to Privacy Reasons,-48.99,MADRID - Omitted due to Privacy Reasons
2022-06-11,MADRID - Omitted due to Privacy Reasons,-7.65,MADRID - Omitted due to Privacy Reasons
2022-06-10,MADRID - Omitted due to Privacy Reasons,-11.1,MADRID - Omitted due to Privacy Reasons
2022-06-10,MADRID - Omitted due to Privacy Reasons,-63.78,MADRID - Omitted due to Privacy Reasons
2022-06-10,MADRI - Omitted due to Privacy Reasons,-5.38,MADRI - Omitted due to Privacy Reasons
2022-06-10,MADRID - Omitted due to Privacy Reasons,-24.04,MADRID - Omitted due to Privacy Reasons
2022-06-10,MADRID - Omitted due to Privacy Reasons,-55.16,MADRID - Omitted due to Privacy Reasons
2022-06-10,MADRID - Omitted due to Privacy Reasons,-1.08,MADRID - Omitted due to Privacy Reasons
2022-06-09,MADRID - Omitted due to Privacy Reasons,-1.02,MADRID - Omitted due to Privacy Reasons
2022-06-09,MADRID - Omitted due to Privacy Reasons,-23.48,MADRID - Omitted due to Privacy Reasons
